timestamp,location_name,requests,drivers,weather,event,base_fare,actual_price_paid
2025-10-31 22:19:54,Suburbs,61,50,Clear,None,143,145.29
2025-11-08 17:29:54,Airport,249,125,Rainy,Sports,102,187.03
2025-11-13 20:02:54,Suburbs,93,83,Rainy,None,128,153.6
2025-10-30 07:15:54,Suburbs,45,38,Clear,None,125,125.0
2025-10-28 13:27:54,City Center,76,46,Clear,None,112,152.51
2025-11-16 09:06:54,City Center,87,93,Clear,None,128,128.0
2025-11-08 07:05:54,Tech Park,53,41,Foggy,None,140,150.38
2025-10-26 08:47:54,City Center,135,136,Clear,Concert,128,128.0
2025-11-18 04:52:54,Suburbs,45,28,Clear,None,113,149.81
2025-11-07 08:48:54,Tech Park,97,104,Clear,None,109,109.0
2025-10-31 10:41:54,City Center,82,85,Clear,None,133,133.0
2025-11-11 16:32:54,City Center,76,56,Clear,None,128,144.09
2025-11-21 09:09:54,Tech Park,112,132,Clear,None,116,116.0
2025-11-04 12:22:54,City Center,96,47,Rainy,None,107,200.52
2025-11-06 12:40:54,City Center,89,71,Clear,None,103,107.41
2025-11-22 02:16:54,Tech Park,58,40,Clear,None,101,121.2
2025-10-26 01:11:54,City Center,88,90,Foggy,None,101,101.0
2025-11-19 08:41:54,Suburbs,55,63,Clear,None,122,122.0
2025-10-26 09:44:54,City Center,103,116,Clear,None,121,121.0
2025-10-25 19:05:54,Suburbs,145,94,Clear,Conference,100,127.4
2025-11-10 05:52:54,Tech Park,52,46,Cloudy,None,101,101.0
2025-11-05 23:26:54,Suburbs,84,64,Clear,Conference,138,150.42
2025-10-27 13:41:54,City Center,74,49,Clear,None,140,174.74
2025-10-29 03:17:54,Suburbs,58,52,Clear,None,111,111.0
2025-11-08 10:22:54,Suburbs,50,48,Clear,None,128,128.0
2025-11-22 05:22:54,Suburbs,58,53,Foggy,None,104,104.0
2025-10-27 10:14:54,City Center,76,76,Clear,None,103,103.0
2025-11-15 19:19:54,Mall,133,88,Rainy,None,115,166.65
2025-10-31 11:19:54,Mall,50,40,Clear,None,130,135.2
2025-11-13 12:15:54,City Center,84,62,Cloudy,None,105,118.01
2025-10-24 07:48:54,City Center,92,55,Clear,None,128,176.41
2025-10-30 06:46:54,City Center,97,79,Clear,None,105,107.34
2025-10-27 08:29:54,Airport,66,62,Clear,None,131,131.0
2025-11-09 02:44:54,Suburbs,101,68,Rainy,None,125,178.53
2025-11-10 15:22:54,Suburbs,59,70,Cloudy,None,115,115.0
2025-11-12 19:21:54,Suburbs,77,59,Clear,None,141,152.85
2025-11-02 01:45:54,Tech Park,72,67,Clear,None,141,141.0
2025-10-29 08:07:54,City Center,71,76,Clear,None,128,128.0
2025-11-18 17:46:54,Suburbs,103,62,Clear,Concert,149,203.99
2025-11-05 03:10:54,Airport,103,82,Rainy,None,102,126.98
2025-11-10 05:35:54,Tech Park,78,58,Cloudy,Conference,139,155.1
2025-11-10 20:03:54,Airport,134,65,Rainy,None,143,270.16
2025-11-21 04:47:54,City Center,115,73,Rainy,None,113,169.53
2025-11-02 08:23:54,City Center,103,87,Clear,None,108,108.0
2025-10-31 22:49:54,City Center,143,136,Clear,Conference,110,110.0
2025-11-06 13:29:54,Suburbs,54,38,Clear,None,111,130.63
2025-11-15 08:38:54,Airport,129,77,Rainy,None,121,191.21
2025-10-31 10:25:54,City Center,76,68,Clear,None,141,141.0
2025-11-12 01:43:54,City Center,77,86,Clear,None,126,126.0
2025-11-16 10:00:54,City Center,91,93,Clear,None,118,118.0
2025-11-12 02:41:54,City Center,79,76,Cloudy,None,113,113.0
2025-11-03 19:13:54,Suburbs,126,88,Rainy,None,125,173.18
2025-11-04 13:16:54,Suburbs,57,50,Clear,None,143,143.0
2025-11-13 02:09:54,Tech Park,51,40,Clear,None,142,150.52
2025-10-29 16:21:54,Suburbs,57,42,Clear,None,105,118.2
2025-10-25 04:17:54,Tech Park,149,76,Rainy,Conference,128,231.48
2025-11-12 17:36:54,Airport,146,88,Rainy,None,123,192.77
2025-10-25 04:31:54,City Center,98,107,Clear,None,130,130.0
2025-11-06 03:14:54,Mall,39,25,Clear,None,118,151.98
2025-11-16 11:43:54,Tech Park,86,76,Rainy,None,104,124.8
2025-10-27 06:46:54,Tech Park,48,28,Foggy,None,100,141.14
2025-11-07 16:16:54,Mall,41,43,Clear,None,142,142.0
2025-11-17 15:24:54,Tech Park,53,45,Clear,None,135,135.0
2025-11-05 07:35:54,Mall,43,27,Clear,None,139,182.66
2025-11-22 11:56:54,Mall,58,41,Clear,None,140,164.04
2025-11-02 19:20:54,Suburbs,92,61,Clear,None,115,143.35
2025-11-15 10:06:54,Airport,82,56,Clear,None,134,162.33
2025-11-06 21:24:54,Mall,137,148,Clear,Conference,129,129.0
2025-11-21 05:07:54,Suburbs,95,48,Rainy,Conference,119,216.98
2025-11-09 12:41:54,Mall,85,46,Rainy,None,128,219.94
2025-11-15 10:01:54,City Center,69,73,Clear,None,140,140.0
2025-10-24 15:22:54,Mall,59,47,Clear,None,123,128.44
2025-11-14 05:07:54,City Center,83,82,Foggy,None,105,105.0
2025-10-24 03:41:54,Suburbs,43,44,Cloudy,None,141,141.0
2025-11-03 10:32:54,City Center,127,110,Cloudy,Sports,120,120.0
2025-11-05 00:19:54,Suburbs,56,54,Clear,None,138,138.0
2025-10-27 19:27:54,Suburbs,100,90,Rainy,None,119,142.8
2025-11-17 03:58:54,Tech Park,57,47,Clear,None,137,138.4
2025-11-10 10:08:54,Tech Park,96,67,Foggy,None,141,167.26
2025-10-28 13:44:54,Suburbs,45,38,Clear,None,108,108.0
2025-11-01 06:25:54,Airport,99,62,Rainy,None,140,212.44
2025-11-08 18:16:54,Suburbs,83,53,Clear,None,142,183.58
2025-11-08 18:41:54,City Center,136,153,Clear,None,130,130.0
2025-10-26 20:13:54,Tech Park,99,77,Clear,None,127,135.71
2025-10-30 04:31:54,Tech Park,54,36,Rainy,None,146,210.24
2025-11-03 18:09:54,Tech Park,148,149,Foggy,None,140,140.0
2025-10-26 22:28:54,Airport,70,81,Foggy,None,111,111.0
2025-11-08 06:31:54,Suburbs,95,90,Rainy,None,117,140.4
2025-10-25 10:08:54,Tech Park,158,111,Rainy,None,141,194.4
2025-11-09 07:05:54,City Center,106,92,Clear,None,114,114.0
2025-11-11 08:55:54,Airport,64,58,Foggy,None,133,133.0
2025-10-27 05:56:54,Suburbs,43,36,Clear,None,143,143.0
2025-11-13 06:16:54,Suburbs,51,35,Clear,None,144,173.62
2025-11-20 02:54:54,Suburbs,50,46,Clear,None,137,137.0
2025-11-19 07:05:54,City Center,99,88,Clear,None,101,101.0
2025-11-07 22:39:54,City Center,86,59,Clear,None,119,143.53
2025-11-09 21:45:54,Mall,95,93,Foggy,None,136,136.0
2025-10-26 20:03:54,City Center,135,123,Clear,None,116,116.0
2025-11-05 17:23:54,Suburbs,91,72,Clear,None,132,138.75
2025-11-15 10:32:54,Suburbs,67,57,Rainy,None,133,159.6
2025-10-30 04:22:54,Tech Park,54,32,Rainy,None,147,233.73
2025-11-06 17:09:54,Tech Park,226,180,Rainy,None,123,153.07
2025-10-25 17:42:54,City Center,135,112,Clear,None,106,106.45
2025-11-01 13:14:54,Suburbs,62,52,Clear,None,114,114.0
2025-11-16 12:30:54,Tech Park,66,76,Clear,None,118,118.0
2025-11-03 05:32:54,City Center,142,113,Clear,Festival,124,129.62
2025-11-10 08:34:54,Suburbs,50,34,Clear,None,121,147.19
2025-11-04 06:25:54,Tech Park,42,31,Clear,None,121,135.99
2025-11-02 22:16:54,Suburbs,71,60,Rainy,None,141,169.2
2025-10-24 11:22:54,Tech Park,51,45,Clear,None,134,134.0
2025-11-06 19:23:54,City Center,141,116,Rainy,None,119,144.28
2025-11-03 18:22:54,Suburbs,82,65,Clear,None,138,144.79
2025-11-11 08:34:54,Airport,77,51,Foggy,None,144,179.69
2025-11-07 05:48:54,City Center,74,78,Clear,None,106,106.0
2025-11-06 23:56:54,Suburbs,68,76,Clear,Conference,109,109.0
2025-11-15 22:52:54,Airport,77,65,Clear,None,126,126.0
2025-10-25 06:02:54,Tech Park,78,66,Rainy,None,140,168.0
2025-11-14 22:38:54,Suburbs,40,36,Clear,None,131,131.0
2025-11-07 06:57:54,City Center,78,51,Clear,None,129,163.0
2025-11-07 12:03:54,City Center,90,98,Foggy,None,107,107.0
2025-11-09 16:15:54,Suburbs,90,47,Rainy,None,138,244.52
2025-11-11 23:34:54,City Center,77,73,Clear,None,141,141.0
2025-11-13 19:49:54,City Center,126,128,Clear,None,114,114.0
2025-11-03 10:56:54,City Center,75,48,Clear,None,111,143.19
2025-10-29 05:57:54,City Center,76,85,Clear,None,128,128.0
2025-11-22 13:44:54,Suburbs,53,47,Cloudy,None,124,124.0
2025-11-16 11:21:54,Tech Park,61,59,Clear,None,115,115.0
2025-10-27 12:21:54,City Center,70,83,Clear,None,111,111.0
2025-11-20 10:33:54,City Center,83,54,Clear,None,107,135.85
2025-10-29 02:21:54,Suburbs,46,49,Clear,None,130,130.0
2025-11-12 04:09:54,City Center,90,84,Clear,None,136,136.0
2025-11-10 18:56:54,City Center,115,82,Clear,None,108,125.49
2025-11-22 04:39:54,City Center,99,93,Clear,None,142,142.0
2025-11-08 11:47:54,City Center,79,73,Clear,None,135,135.0
2025-11-08 05:22:54,Airport,91,79,Clear,None,130,130.0
2025-11-12 08:12:54,Suburbs,75,52,Rainy,None,128,178.41
2025-10-27 13:32:54,Suburbs,50,59,Clear,None,112,112.0
2025-11-14 18:40:54,Mall,81,79,Cloudy,None,116,116.0
2025-11-14 14:45:54,Suburbs,47,29,Clear,None,112,149.69
2025-11-05 00:18:54,City Center,84,94,Foggy,None,122,122.0
2025-11-04 09:36:54,City Center,89,60,Foggy,None,106,130.03
2025-11-21 21:18:54,City Center,116,118,Clear,None,111,111.0
2025-10-26 19:34:54,Mall,88,87,Clear,None,125,125.0
2025-11-13 13:21:54,Suburbs,57,35,Cloudy,None,113,151.74
2025-11-17 14:44:54,Suburbs,44,31,Cloudy,None,138,162.22
2025-10-24 22:51:54,Tech Park,70,41,Rainy,None,112,179.86
2025-11-15 19:04:54,City Center,153,139,Clear,None,123,123.0
2025-10-30 22:06:54,Tech Park,62,43,Rainy,None,149,207.63
2025-10-28 17:51:54,Tech Park,146,107,Clear,None,120,135.79
2025-11-07 06:36:54,City Center,92,80,Clear,None,122,122.0
2025-11-14 06:08:54,Tech Park,40,32,Clear,None,123,127.92
2025-10-27 09:22:54,City Center,180,125,Rainy,Festival,100,139.2
2025-11-01 01:43:54,Suburbs,157,141,Rainy,Conference,129,154.8
2025-11-04 22:53:54,Tech Park,55,55,Cloudy,None,119,119.0
2025-10-31 10:37:54,Suburbs,63,53,Rainy,None,149,178.8
2025-11-19 03:08:54,Suburbs,70,47,Rainy,None,130,186.09
2025-10-24 15:06:54,Suburbs,51,34,Clear,None,132,163.68
2025-10-24 08:48:54,City Center,131,110,Clear,Sports,108,108.0
2025-11-11 09:02:54,Mall,50,46,Clear,None,107,107.0
2025-10-29 13:13:54,City Center,53,40,Clear,None,102,112.2
2025-10-30 12:22:54,Suburbs,34,23,Cloudy,None,125,152.83
2025-11-21 04:45:54,Airport,103,122,Clear,Conference,146,146.0
2025-11-01 15:44:54,Suburbs,53,48,Foggy,None,147,147.0
2025-11-05 06:39:54,Suburbs,50,34,Clear,None,102,124.08
2025-10-28 20:26:54,Mall,76,45,Clear,None,131,182.24
2025-11-05 00:23:54,Suburbs,90,59,Clear,Concert,134,168.89
2025-11-19 18:24:54,Suburbs,91,103,Clear,None,111,111.0
2025-10-24 02:47:54,Tech Park,63,65,Clear,None,142,142.0
2025-11-19 05:08:54,City Center,85,86,Clear,None,134,134.0
2025-11-20 00:27:54,Tech Park,80,57,Clear,Concert,124,144.19
2025-11-12 07:48:54,Suburbs,62,52,Rainy,None,137,164.4
2025-11-09 09:03:54,Mall,67,53,Clear,None,115,120.9
2025-11-10 04:15:54,City Center,74,67,Clear,None,115,115.0
2025-11-01 17:53:54,Tech Park,200,219,Cloudy,None,147,147.0
2025-11-06 03:02:54,Tech Park,69,59,Rainy,None,112,134.4
2025-10-30 04:27:54,Suburbs,66,59,Clear,Festival,126,126.0
2025-10-31 09:43:54,Suburbs,63,35,Rainy,None,142,238.56
2025-11-18 14:40:54,City Center,76,50,Clear,None,116,145.7
2025-11-18 22:12:54,Airport,112,76,Rainy,None,126,178.79
2025-11-10 11:14:54,Mall,66,53,Rainy,None,147,181.73
2025-11-04 23:41:54,Suburbs,62,58,Rainy,None,101,121.2
2025-11-14 16:50:54,Suburbs,80,40,Rainy,None,142,261.28
2025-11-02 04:23:54,Tech Park,69,55,Foggy,None,100,104.36
2025-11-19 12:22:54,City Center,100,80,Rainy,None,126,156.24
2025-11-20 06:43:54,Tech Park,45,41,Clear,None,113,113.0
2025-11-05 19:13:54,Tech Park,138,155,Clear,None,107,107.0
2025-10-30 16:27:54,City Center,126,60,Rainy,None,126,241.92
2025-11-03 17:55:54,Suburbs,89,78,Clear,None,106,106.0
2025-11-20 11:45:54,Mall,55,33,Cloudy,None,126,173.04
2025-11-04 15:30:54,Suburbs,54,50,Clear,None,116,116.0
2025-11-21 16:43:54,City Center,81,73,Clear,None,124,124.0
2025-11-15 13:54:54,Airport,117,89,Rainy,None,115,148.54
2025-11-10 15:14:54,Tech Park,52,61,Clear,None,124,124.0
2025-11-22 10:41:54,Mall,65,60,Rainy,None,142,170.4
2025-10-28 08:37:54,City Center,86,51,Clear,None,147,204.19
2025-11-19 17:00:54,City Center,116,72,Clear,None,140,186.04
2025-11-12 04:10:54,Suburbs,41,45,Clear,None,109,109.0
2025-11-13 12:21:54,Tech Park,64,55,Clear,Conference,103,103.0
2025-10-27 09:20:54,Suburbs,55,60,Clear,None,115,115.0
2025-11-17 20:50:54,Tech Park,70,69,Clear,None,106,106.0
2025-10-31 19:43:54,City Center,126,76,Clear,None,147,200.85
2025-11-04 19:27:54,City Center,118,115,Clear,None,119,119.0
2025-10-27 03:16:54,Tech Park,51,37,Clear,None,142,162.26
2025-11-01 22:26:54,City Center,98,81,Clear,None,137,138.08
2025-10-29 05:15:54,City Center,100,72,Rainy,None,117,158.08
2025-11-03 21:31:54,Tech Park,79,57,Clear,None,141,161.98
2025-10-26 23:53:54,Airport,68,77,Cloudy,None,127,127.0
2025-10-24 04:21:54,Mall,76,64,Clear,Sports,110,110.0
2025-11-01 13:14:54,Tech Park,52,42,Clear,None,143,147.36
2025-11-21 04:24:54,City Center,79,52,Clear,None,102,128.05
2025-11-19 23:03:54,Tech Park,79,56,Rainy,None,104,142.33
2025-11-14 22:54:54,Suburbs,54,44,Foggy,None,143,146.12
2025-10-28 03:50:54,Tech Park,48,30,Clear,None,130,171.6
2025-11-21 12:40:54,Suburbs,55,40,Clear,None,120,136.8
2025-11-17 19:40:54,Suburbs,93,65,Clear,None,103,122.02
2025-10-25 13:54:54,Tech Park,76,61,Rainy,None,122,150.88
2025-10-31 15:06:54,Suburbs,48,51,Clear,None,133,133.0
2025-11-01 02:59:54,Airport,117,96,Rainy,None,148,179.82
2025-11-19 20:52:54,Suburbs,133,102,Clear,Conference,125,135.39
2025-11-10 02:45:54,Mall,49,40,Clear,None,131,133.62
2025-10-30 19:59:54,Tech Park,164,127,Clear,None,144,154.52
2025-10-30 10:11:54,City Center,131,140,Foggy,Concert,123,123.0
2025-11-21 18:37:54,Airport,93,102,Clear,None,128,128.0
2025-11-10 05:07:54,Suburbs,67,68,Clear,None,123,123.0
2025-11-09 11:18:54,Suburbs,114,95,Cloudy,Concert,135,135.0
2025-11-15 00:07:54,Suburbs,65,48,Rainy,None,121,160.12
2025-11-14 23:27:54,Suburbs,60,44,Rainy,None,146,194.31
2025-11-20 01:28:54,City Center,80,63,Clear,None,119,125.65
2025-10-29 07:21:54,Mall,45,34,Clear,None,134,147.24
2025-10-24 10:55:54,Suburbs,51,53,Foggy,None,142,142.0
2025-11-04 07:55:54,Tech Park,57,40,Clear,None,145,171.1
2025-11-11 19:09:54,Tech Park,139,118,Clear,None,112,112.0
2025-11-08 09:02:54,Suburbs,51,54,Clear,None,128,128.0
2025-11-15 14:14:54,Tech Park,75,40,Rainy,None,111,193.14
2025-10-30 01:27:54,Tech Park,55,55,Clear,None,136,136.0
2025-10-27 10:23:54,Airport,80,60,Clear,None,141,156.04
2025-11-18 18:52:54,Tech Park,173,114,Clear,None,134,168.04
2025-11-07 06:30:54,Tech Park,43,49,Clear,None,108,108.0
2025-11-11 21:23:54,Mall,78,92,Foggy,None,134,134.0
2025-10-25 10:28:54,Tech Park,117,102,Clear,None,139,139.0
2025-11-22 00:58:54,Mall,57,57,Clear,None,144,144.0
2025-10-25 06:32:54,City Center,101,52,Rainy,None,119,213.47
2025-11-11 07:21:54,Suburbs,63,42,Clear,None,100,124.0
2025-10-27 18:02:54,Tech Park,143,111,Cloudy,None,106,113.49
2025-10-25 20:09:54,Mall,100,106,Clear,None,141,141.0
2025-11-01 06:59:54,Tech Park,55,56,Clear,None,120,120.0
2025-11-06 00:42:54,Suburbs,92,77,Cloudy,Conference,100,100.0
2025-11-20 06:06:54,Suburbs,44,47,Foggy,None,114,114.0
2025-10-29 01:42:54,Suburbs,38,22,Foggy,None,127,180.57
2025-10-27 05:07:54,Mall,59,47,Clear,None,105,109.65
2025-11-13 22:09:54,Tech Park,89,53,Clear,Sports,113,156.32
2025-11-20 17:21:54,City Center,113,85,Cloudy,None,131,144.56
2025-11-18 16:46:54,City Center,88,83,Clear,None,139,139.0
2025-10-27 21:34:54,Suburbs,81,62,Cloudy,None,138,149.75
2025-11-06 20:59:54,Suburbs,82,96,Clear,None,128,128.0
2025-11-18 03:01:54,City Center,78,66,Foggy,None,131,131.0
2025-10-24 07:14:54,Mall,52,31,Cloudy,None,115,158.92
2025-11-06 10:28:54,Airport,98,60,Clear,Sports,149,200.65
2025-11-20 13:16:54,City Center,83,54,Foggy,None,127,161.24
2025-11-18 15:23:54,Airport,95,73,Rainy,None,115,147.33
2025-11-18 22:43:54,Tech Park,55,37,Rainy,None,103,147.21
2025-11-08 17:38:54,Mall,107,86,Clear,None,141,145.98
2025-10-29 00:08:54,Suburbs,57,67,Clear,None,117,117.0
2025-11-08 21:27:54,Suburbs,92,61,Clear,None,145,180.75
2025-11-12 09:21:54,Suburbs,63,69,Clear,None,133,133.0
2025-11-18 05:35:54,Suburbs,40,39,Clear,None,138,138.0
2025-11-18 07:27:54,Airport,74,47,Clear,None,134,174.14
2025-11-20 19:09:54,Suburbs,94,68,Foggy,None,131,150.11
2025-11-11 20:01:54,Mall,161,105,Rainy,Sports,103,151.07
2025-10-28 14:26:54,Tech Park,50,30,Cloudy,None,137,188.15
2025-10-23 18:41:54,City Center,136,136,Clear,None,148,148.0
2025-11-21 15:08:54,Airport,102,108,Cloudy,Festival,144,144.0
2025-10-25 14:10:54,Mall,61,59,Clear,None,107,107.0
2025-11-06 00:41:54,City Center,193,176,Rainy,Conference,136,163.2
2025-11-15 13:20:54,Suburbs,67,52,Clear,None,124,132.78
2025-11-06 22:59:54,Suburbs,53,55,Clear,None,101,101.0
2025-10-25 17:19:54,Tech Park,185,220,Cloudy,None,138,138.0
2025-11-07 08:16:54,Airport,83,67,Clear,None,123,126.82
2025-11-13 07:07:54,City Center,109,64,Rainy,None,139,222.75
2025-11-03 07:15:54,City Center,90,85,Clear,None,116,116.0
2025-11-05 23:57:54,Suburbs,68,48,Rainy,None,146,200.51
2025-10-24 06:24:54,Suburbs,69,42,Rainy,None,114,177.19
2025-11-08 20:55:54,Airport,154,183,Clear,None,115,115.0
2025-10-23 20:39:54,City Center,133,134,Foggy,None,106,106.0
2025-11-13 00:30:54,City Center,84,44,Rainy,None,119,210.31
2025-11-19 22:28:54,City Center,95,78,Clear,None,119,120.71
2025-11-01 13:14:54,Tech Park,69,48,Foggy,None,137,163.03
2025-11-06 20:48:54,Suburbs,72,48,Clear,None,134,166.16
2025-11-01 17:04:54,Tech Park,181,181,Foggy,None,114,114.0
2025-11-02 02:53:54,Suburbs,59,65,Foggy,None,114,114.0
2025-11-01 14:54:54,Airport,83,76,Clear,None,116,116.0
2025-11-01 09:38:54,Airport,96,65,Clear,None,117,142.92
2025-10-29 13:16:54,Suburbs,69,65,Rainy,None,126,151.2
2025-10-31 03:43:54,Tech Park,58,68,Clear,None,107,107.0
2025-11-16 21:11:54,Airport,177,142,Rainy,None,106,131.14
2025-11-02 17:14:54,Mall,120,62,Rainy,None,122,218.18
2025-11-04 01:26:54,Tech Park,54,38,Cloudy,None,143,168.29
2025-11-14 20:16:54,Suburbs,74,70,Clear,None,118,118.0
2025-10-26 23:37:54,Suburbs,61,54,Foggy,None,135,135.0
2025-10-26 21:51:54,City Center,135,113,Cloudy,None,108,108.0
2025-10-25 07:10:54,City Center,87,68,Foggy,None,115,122.31
2025-10-30 00:57:54,Mall,49,38,Foggy,None,129,138.23
2025-11-17 15:36:54,Airport,98,74,Rainy,None,148,192.32
2025-11-06 11:25:54,Tech Park,79,79,Clear,Conference,132,132.0
2025-11-16 07:16:54,Suburbs,50,30,Clear,None,112,153.81
2025-10-24 07:39:54,Airport,126,79,Clear,Conference,106,139.49
2025-11-05 14:19:54,Mall,35,32,Foggy,None,133,133.0
2025-11-11 01:24:54,City Center,114,106,Rainy,None,148,177.6
2025-11-04 22:42:54,City Center,72,80,Clear,None,129,129.0
2025-11-10 07:02:54,Suburbs,45,46,Clear,None,140,140.0
2025-10-30 10:18:54,Suburbs,92,55,Foggy,Conference,130,179.16
2025-11-04 00:46:54,Suburbs,56,44,Clear,None,104,110.05
2025-11-04 18:26:54,Airport,156,78,Rainy,None,134,246.56
2025-11-17 14:37:54,City Center,76,73,Clear,None,127,127.0
2025-11-03 19:23:54,Mall,66,71,Clear,None,111,111.0
2025-11-01 16:14:54,Tech Park,95,54,Rainy,None,120,197.69
2025-11-03 20:49:54,Suburbs,75,66,Clear,None,143,143.0
2025-11-05 19:34:54,Suburbs,78,92,Clear,None,148,148.0
2025-10-25 16:14:54,Suburbs,41,45,Foggy,None,138,138.0
2025-10-26 02:40:54,Mall,52,43,Clear,None,122,122.91
2025-11-08 18:03:54,Airport,125,90,Clear,None,137,157.7
2025-10-26 19:12:54,Tech Park,172,206,Foggy,None,113,113.0
2025-11-09 10:17:54,Mall,60,48,Clear,None,115,119.6
2025-11-21 22:10:54,Airport,64,61,Clear,None,145,145.0
2025-11-17 11:07:54,Mall,123,73,Rainy,Festival,128,203.26
2025-10-31 20:34:54,City Center,138,113,Clear,None,146,148.48
2025-10-31 07:40:54,Tech Park,41,35,Clear,None,116,116.0
2025-11-06 09:06:54,City Center,73,77,Clear,None,142,142.0
2025-11-09 17:21:54,City Center,168,133,Foggy,None,141,148.12
2025-11-08 06:55:54,City Center,99,90,Clear,None,144,144.0
2025-11-17 14:26:54,City Center,75,64,Clear,None,140,140.0
2025-11-05 02:11:54,Airport,78,79,Clear,None,114,114.0
2025-11-06 05:39:54,Suburbs,59,68,Clear,None,114,114.0
2025-11-19 08:50:54,Mall,49,54,Clear,None,137,137.0
2025-11-11 11:52:54,Tech Park,52,41,Cloudy,None,117,123.39
2025-10-28 04:21:54,Suburbs,36,28,Foggy,None,102,108.99
2025-11-02 00:43:54,Mall,51,42,Foggy,None,122,123.39
2025-11-07 03:51:54,Tech Park,59,69,Clear,None,119,119.0
2025-11-17 15:02:54,Mall,81,67,Clear,Conference,121,121.87
2025-11-05 18:52:54,Airport,101,115,Foggy,None,127,127.0
2025-11-10 13:12:54,City Center,81,64,Foggy,None,116,122.09
2025-11-13 20:17:54,Tech Park,83,70,Foggy,None,108,108.0
2025-11-01 01:22:54,City Center,101,94,Clear,None,141,141.0
2025-11-21 09:34:54,Mall,62,73,Clear,None,146,146.0
2025-11-19 19:38:54,Tech Park,135,112,Clear,None,123,123.53
2025-11-13 06:00:54,Tech Park,47,45,Clear,None,115,115.0
2025-11-03 01:36:54,Mall,71,51,Rainy,None,145,196.29
2025-11-11 10:03:54,City Center,103,108,Clear,None,140,140.0
2025-10-26 00:48:54,City Center,95,69,Clear,None,117,133.55
2025-10-29 20:18:54,Tech Park,122,141,Foggy,Conference,114,114.0
2025-10-26 14:46:54,City Center,142,102,Rainy,None,147,199.0
2025-10-24 02:33:54,Suburbs,54,37,Rainy,None,108,152.02
2025-10-31 09:40:54,City Center,83,64,Clear,None,124,133.61
2025-11-13 05:09:54,Mall,49,42,Clear,None,148,148.0
2025-11-02 08:36:54,City Center,162,146,Rainy,None,111,133.2
2025-11-06 15:08:54,Suburbs,61,33,Rainy,None,106,182.19
2025-11-01 17:14:54,City Center,145,97,Clear,None,146,180.44
2025-11-08 05:39:54,City Center,128,98,Cloudy,None,135,146.46
2025-11-11 17:20:54,City Center,111,125,Clear,None,123,123.0
2025-11-11 07:10:54,City Center,99,88,Rainy,None,112,134.4
2025-11-01 18:44:54,Suburbs,79,58,Clear,None,107,120.87
2025-11-17 07:05:54,Airport,61,46,Clear,None,141,155.22
2025-11-15 08:44:54,Suburbs,91,56,Rainy,None,118,181.72
2025-11-12 21:53:54,City Center,181,178,Clear,Sports,136,136.0
2025-10-31 16:37:54,Mall,80,48,Clear,Conference,134,184.03
2025-11-09 04:58:54,City Center,121,86,Rainy,None,133,181.62
2025-11-13 23:40:54,Suburbs,54,39,Clear,None,120,137.72
2025-10-28 12:18:54,Suburbs,54,38,Clear,None,138,162.4
2025-11-03 11:52:54,Tech Park,58,67,Clear,None,138,138.0
2025-10-27 08:03:54,City Center,88,86,Clear,None,124,124.0
2025-10-28 08:15:54,Tech Park,157,90,Rainy,None,119,194.63
2025-11-19 14:38:54,City Center,89,80,Clear,None,140,140.0
2025-11-04 00:39:54,City Center,117,137,Clear,Conference,149,149.0
2025-11-16 00:26:54,Tech Park,58,36,Clear,None,139,184.72
2025-11-19 00:13:54,Tech Park,39,39,Clear,None,149,149.0
2025-11-12 18:54:54,Mall,118,81,Rainy,None,128,179.9
2025-11-08 00:55:54,City Center,136,95,Rainy,None,111,153.76
2025-11-13 04:53:54,Airport,62,61,Clear,None,115,115.0
2025-10-25 01:42:54,Tech Park,103,77,Cloudy,Conference,144,159.86
2025-10-24 08:24:54,Suburbs,49,41,Cloudy,None,119,119.0
2025-10-27 20:31:54,Airport,116,129,Clear,None,129,129.0
2025-11-20 18:22:54,Tech Park,136,99,Clear,None,118,134.4
2025-11-07 14:11:54,Suburbs,57,55,Clear,None,104,104.0
2025-11-05 14:45:54,Suburbs,44,43,Clear,None,107,107.0
2025-11-16 06:29:54,Tech Park,49,47,Foggy,None,113,113.0
2025-11-08 02:03:54,Tech Park,53,45,Clear,None,137,137.0
2025-11-18 11:11:54,City Center,82,96,Clear,None,101,101.0
2025-11-11 16:33:54,Suburbs,61,66,Foggy,None,134,134.0
2025-11-16 03:50:54,City Center,104,67,Cloudy,None,110,141.0
2025-10-29 04:24:54,Mall,58,48,Clear,None,104,104.69
2025-11-09 03:44:54,Tech Park,52,34,Cloudy,None,127,160.47
2025-11-18 10:30:54,City Center,70,42,Clear,None,145,199.13
2025-11-21 16:07:54,Tech Park,54,60,Clear,None,129,129.0
2025-11-17 13:31:54,City Center,92,91,Clear,None,126,126.0
2025-11-11 02:28:54,Tech Park,47,47,Clear,None,118,118.0
2025-10-26 10:47:54,Suburbs,56,65,Clear,None,142,142.0
2025-10-24 09:07:54,Tech Park,140,131,Rainy,None,114,136.8
2025-11-21 09:23:54,Tech Park,119,139,Cloudy,None,149,149.0
2025-10-28 07:44:54,Mall,51,44,Clear,None,105,105.0
2025-10-29 00:51:54,City Center,78,84,Clear,None,127,127.0
2025-11-02 22:04:54,Suburbs,110,74,Clear,Conference,140,172.09
2025-11-10 05:39:54,Tech Park,48,29,Clear,None,128,174.61
